1 0 1409.08138746261 1880.23324458707 28081.4987675511 2323.79535044606 4554.04178001192 8939.53474265769 3311.94630506572 2432.76852869698 3085.28416339684 23272.1143526221 3866.40164234566 12757.0098155878 2957.61843753833 27513.4978596114 2050.41858366135 28105.7313125719 27654.6886896987 2718.78508306585 4276.75032459246 28180.5545461822 21887.2645687281 2050.41858366135 2252.85159884389 25530.4312511689 2897.03517266216 14659.0068570302 2732.57559199659 1287.87696437934 23272.1143526221 4573.94736340439 776.143796948683 995.368026859215 4057.88305609262 1276.18493012146 8939.53474265769 42648.6044338728 19346.9483902838 2036.79528015418 22654.6739511053 9089.18973249186 42067.8149051074 2756.12303550246 28105.7313125719 1489.2355822562 2745.93980018838 2747.57380941007 2050.41858366135 2050.41858366135 27269.3866404384 57137.0599614683 1
33 995.368026859215 2401.65281329962 892.15157159832 29070.4983887245 1332.59845537348 3561.16782723212 9930.37891559299 4307.08163891501 1439.00125358405 2091.2764910839 24267.3731211918 2872.47646810724 13751.1885458621 1964.74978279067 28508.1339301597 1061.12069151522 29094.7323235015 28649.2988608228 1725.1147888581 3283.39172328732 29169.4157797208 22882.1101500443 1061.12069151522 1259.01730389553 26516.3596849684 1902.92448188344 15652.3964965791 1739.21801539743 2280.21261700613 24267.3731211918 3581.20526308378 331.567825886949 0 3063.79631633464 280.88280389467 9930.37891559299 43643.2493667555 20340.7105546351 1042.72872986144 23650.0345401121 10084.1513862728 43062.1085114645 1763.68793160787 29094.7323235015 516.057666455083 1762.29902067815 1753.55827566269 1061.12069151522 1061.12069151522 28264.0035530321 58131.8786408982 1
34 4057.88305609262 5465.44844455103 2180.32788152234 32094.4857882918 1735.81320676879 502.4998525579 12992.971091082 7365.52054419182 1625.11522225202 972.605958729564 27328.5487632049 191.701883688075 16814.8243443826 1101.28201176914 31571.3358626497 2010.04015832649 32118.7215036079 31712.5380103226 1339.12228546959 224.12642367154 32192.8212029413 25944.9421059863 2010.04015832649 1805.04854024853 29528.7842662776 1160.90487961568 18716.1840432475 1325.49019452116 5344.00889870473 27328.5487632049 523.339875082827 3309.10434645947 3063.79631633464 0 2783.09094278308 12992.971091082 46706.4309164278 23404.4948737024 2021.20302434676 26709.7850820072 13139.353911713 46125.6821160449 1303.04590709018 32118.7215036079 2575.96473054598 1338.01279553754 1310.33470761403 2010.04015832649 2010.04015832649 31327.2333908082 61194.7311921727 1
35 1276.18493012146 2682.39978533354 615.948069114814 29348.8213842042 1053.36988649596 3280.75546844907 10210.6678921828 4587.71510893019 1158.54138743847 1810.64028201157 24548.2419884621 2591.81787627681 14032.001316136 1684.50602578472 28788.9926926799 783.41796308585 29373.0556945147 28930.1551314255 1444.63169788504 3002.86289873353 29447.6929200521 23162.9858415539 783.41796308585 978.581898002209 26793.7030314165 1622.27339557063 15933.0955750593 1458.84486266316 2560.94996716002 24548.2419884621 3300.82783317908 571.321291083135 280.88280389467 2783.09094278308 0 10210.6678921828 43924.1080281583 20621.4613070829 762.269778156571 23930.8576141317 10364.6696442111 43342.9274263746 1483.65845169171 29373.0556945147 267.694294141747 1486.08996332154 1472.9530230175 783.41796308585 783.41796308585 28544.8605152229 58412.7515581004 1
39 2036.79528015418 3444.30927281039 181.201605564613 30096.4639285162 295.688428614502 2518.49347312961 10972.9376640116 5346.37692681009 396.282293127802 1048.61393189474 25308.4788063615 1829.81422951384 14793.6285200313 922.287768857896 29550.2874018883 88.4641293603888 30120.6993074464 29691.4746107037 682.390582936617 2240.66382987557 30195.1571296119 23924.0487587624 88.4641293603888 216.312213811681 27537.7188819035 860.299032976522 16695.0715971122 696.576932431287 3322.88217394632 25308.4788063615 2538.55961611145 1298.26684548803 1042.72872986144 2021.20302434676 762.269778156571 10972.9376640116 44685.3958966771 21383.3108489877 0 24690.4744398241 11122.2867141155 44104.5044354557 721.726178538384 30120.6993074464 567.872398468309 737.890806677391 710.879371109403 88.4641293603888 88.4641293603888 29306.1735404197 59173.8459940268 1
43 2756.12303550246 4164.58204032924 877.295433963469 30798.5800368237 432.788877136213 1797.92382046172 11694.0437913608 6062.50051580929 326.617113503458 333.483773181429 26025.6005960974 1111.3557324005 15513.0047102971 201.763921103453 30268.9950102845 706.994996828878 30822.8158916806 30410.2231318084 55.2489492131553 1520.75406815352 30897.0747448347 24642.4099168921 706.994996828878 505.709149463527 28235.9914908595 152.527234330903 17415.113402253 37.6322455184184 4043.20540748439 26025.6005960974 1817.85307733076 2006.45221976429 1763.68793160787 1303.04590709018 1483.65845169171 11694.0437913608 45404.0527211506 22103.0595347387 721.726178538384 25406.7436968147 11836.4639468388 44823.6705150391 0 30822.8158916806 1273.02558077556 169.340253427291 55.0225832773077 706.994996828878 706.994996828878 30024.9127204293 59892.1611626059 1
45 1489.2355822562 2898.08887016853 396.637628835588 29530.7759350106 840.526506231916 3068.84338114361 10428.4473526687 4789.9847524402 955.561116158039 1605.22809245265 24753.2082068513 2384.26299814061 14242.763538426 1474.75913537431 28997.7524035494 566.348914976092 29555.0115358729 29139.0223794319 1239.14733607794 2792.69157756636 29629.4096474926 23370.8681255305 566.348914976092 778.078304302252 26971.0479959031 1418.13491946241 16145.9792136279 1251.87021519738 2776.98672419011 24753.2082068513 3088.52062895468 733.73760480396 516.057666455083 2575.96473054598 267.694294141747 10428.4473526687 44132.7087718411 20833.2833612312 567.872398468309 24134.0111018507 10563.4409651801 43552.8962324926 1273.02558077556 29555.0115358729 0 1256.70427469996 1269.05761606892 566.348914976092 566.348914976092 28753.7041693295 58620.4833878428 1
46 2745.93980018838 4154.73216266652 870.38041504125 30756.841523996 443.291207736072 1820.60701477553 11684.9518576152 6041.56148058973 374.161787501329 411.200552654001 26003.8148800949 1147.79717514549 15497.0800313869 281.447314343283 30250.6733310055 703.134480479992 30781.0771425989 30392.0020101079 210.269094186537 1548.01518164135 30855.1410537944 24623.3896062461 703.134480479992 532.97223563262 28190.777081095 276.476550174866 17401.09969163 198.045857967695 4033.66015420756 26003.8148800949 1839.75297270365 1983.75951344355 1762.29902067815 1338.01279553754 1486.08996332154 11684.9518576152 45385.3850917544 22087.8729160377 737.890806677391 25383.3174025199 11810.4861587351 44806.3459129447 169.340253427291 30781.0771425989 1256.70427469996 0 222.997416644279 703.134480479992 703.134480479992 30006.6762263963 59872.551180262 1
47 2747.57380941007 4155.17965745739 872.468500382821 30798.3519955433 429.496751818321 1807.98850023136 11683.4637889105 6056.21977578191 314.846397159375 337.734901747659 26018.8246177271 1118.9357017517 15504.4896400142 215.00488914608 30261.0632159964 702.877995915916 30822.5877755593 30402.2578913806 31.7234229698721 1529.93291713706 30896.9114815584 24634.7499540431 702.877995915916 494.722353159014 28236.9488684759 149.483352128254 17405.9405285407 28.9937191526773 4033.74906373448 26018.8246177271 1828.1348386488 2002.78501537774 1753.55827566269 1310.33470761403 1472.9530230175 11683.4637889105 45396.166002732 22094.1902193695 710.879371109403 25400.5073470038 11831.3352864274 44815.3514918628 55.0225832773077 30822.5877755593 1269.05761606892 222.997416644279 0 702.877995915916 702.877995915916 30016.9550107675 59884.5471763601 1
48 2050.41858366135 3459.35586516277 170.35277800768 30095.857554544 274.258843927254 2504.14669290048 10989.5790977398 5355.51610350991 390.595149789493 1038.88825115033 25318.6475699017 1818.3507288279 14806.7062027303 908.758777214401 29562.3658735806 0 30120.0932790779 29703.6081259519 672.848160926601 2227.43585193587 30194.4450897616 23935.6804096835 0 218.177116353464 27535.1326519605 851.833039903519 16709.2443102234 685.521356472548 3338.05639460166 25318.6475699017 2523.95142914935 1300.06512560809 1061.12069151522 2010.04015832649 783.41796308585 10989.5790977398 44697.3954048806 21396.9542339657 88.4641293603888 24699.7489928357 11129.5921691283 44117.2110696971 706.994996828878 30120.0932790779 566.348914976092 703.134480479992 702.877995915916 0 0 29318.2948616453 59185.3990429605 1
